_ID,Start_time,Completion_time,Source_of_home_internet,Devices_used_in_the_household,Gender,Age,Annual_household_income,Highest_level_of_education,Housing_situation,Race_ethnicity,Searching_for_information_on_the_Internet,Managing_information_found_on_the_Internet_organizing_saving_and_storing_it_for_reuse,Filling_out_forms_on_the_Internet,Sending_and_receiving_emails,Downloading_content_such_as_receiving_email_attachments_online_forms_video_or_audio,Uploading_content_submitting_homework_sending_attachments_posting_to_discussion_boards,Minimizing_maximizing_and_moving_windows_on_the_computer_screen,Using_the_search_command_to_locate_a_file,Using_safe_online_practices_privacy_and_security,Participating_in_realtime_discussion_or_collaborative_documents,Videoconferencing_or_video_calls_such_as_Zoom_Skype_FaceTime,Audio_calls_audio-only_Zoom_Skype,Streaming_content_movies_or_TV_music_podcasts_live_broadcasts,Working_with_word_processing_applications_Word_Google_Docs,Working_with_spreadsheet_applications_Excel_Google_Sheets,Working_with_presentation_applications_PowerPoint_Google_Slides,Online_banking,Using_online_government_services_finding_tax_information,Online_shopping,Total_Percent_Score
237,9/16/2022 14:41,9/16/2022 14:45,Mobile data plan;,"Smartphone or mobile phone;Gaming console that connects to the internet;Smart TV (e.g., Roku, Apple TV);Tablet;",Woman,30-39,"$30,000 to $59,999",Bachelor's degree,Rent home,Black or African American;,4,4,2,4,5,5,5,5,4,4,5,5,5,5,5,5,1,2,4,0.831578947
238,9/16/2022 15:43,9/16/2022 15:48,"Broadband service (AT&T, Xfinity, etc.);",Smartphone or mobile phone;Laptop computer;,Man,70-79,"$125,000 or more",Bachelor's degree,Own home,White;,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,5,5,5,0.968421053
239,9/16/2022 16:16,9/16/2022 16:19,T-Mobile;,"Smartphone or mobile phone;Laptop computer;Tablet;Smart TV (e.g., Roku, Apple TV);Gaming console that connects to the internet;Voice-actvated device (e.g., Alexa, Google Home);",Man,50-59,"$30,000 to $59,999",Some college,Rent home,White;,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0.231578947
240,9/16/2022 16:52,9/16/2022 16:55,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Smart TV (e.g., Roku, Apple TV);Gaming console that connects to the internet;Voice-actvated device (e.g., Alexa, Google Home);",Man,18-29,"$30,000 to $59,999",Bachelor's degree,Own home,White;,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
241,9/16/2022 16:56,9/16/2022 17:04,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Smart TV (e.g., Roku, Apple TV);Gaming console that connects to the internet;Voice-actvated device (e.g., Alexa, Google Home);Desktop computer;",Woman,40-49,"Under $15,000",Some college,Rent home,Black or African American;,5,4,5,5,4,4,5,5,4,4,5,4,4,5,5,4,5,4,4,0.894736842
242,9/16/2022 17:19,9/16/2022 17:21,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Smart TV (e.g., Roku, Apple TV);Voice-actvated device (e.g., Alexa, Google Home);",Woman,50-59,"$125,000 or more",Master's degree,Own home,Black or African American;American Indian or Alaska Native;,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
243,9/17/2022 4:35,9/17/2022 4:38,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Desktop computer;Smart TV (e.g., Roku, Apple TV);",Man,60-69,"$60,000 to $99,999 ",Bachelor's degree,Own home,White;,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
244,9/17/2022 12:38,9/17/2022 12:41,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Smart TV (e.g., Roku, Apple TV);",Woman,50-59,"$30,000 to $59,999",Associate's degree,Rent home,Black or African American;,4,2,2,4,4,3,3,3,3,3,3,4,4,4,3,4,4,2,3,0.652631579
245,9/17/2022 15:51,9/17/2022 15:53,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Smart TV (e.g., Roku, Apple TV);Gaming console that connects to the internet;",Man,50-59,"$125,000 or more",Professional or Doctorate degree,Own home,White;,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
246,9/17/2022 18:58,9/17/2022 19:02,"Broadband service (AT&T, Xfinity, etc.);Mobile data plan;",Smartphone or mobile phone;Laptop computer;,Woman,40-49,"$15,000 to $29,999",Some college,Rent home,White;,5,5,5,5,5,4,5,5,4,4,4,4,5,5,3,2,5,4,5,0.884210526
247,9/17/2022 23:18,9/17/2022 23:24,"Broadband service (AT&T, Xfinity, etc.);",Smartphone or mobile phone;Desktop computer;,Man,70-79,"Under $15,000",Bachelor's degree,Own home,White;,5,5,4,4,4,4,5,4,4,3,3,3,3,3,3,3,2,2,2,0.694736842
248,9/18/2022 17:03,9/18/2022 17:27,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Smart TV (e.g., Roku, Apple TV);Gaming console that connects to the internet;",Man,30-39,"$30,000 to $59,999",Bachelor's degree,Own home,White;,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
249,9/19/2022 6:24,9/19/2022 6:26,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Smart TV (e.g., Roku, Apple TV);Gaming console that connects to the internet;",Man,40-49,"$30,000 to $59,999",Some college,Own home,"Hispanic, Spanish, or Latino/a/x;",5,5,5,5,5,3,5,5,5,5,2,2,5,5,5,5,5,5,5,0.915789474
250,9/19/2022 9:20,9/19/2022 9:24,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Smart TV (e.g., Roku, Apple TV);Gaming console that connects to the internet;Voice-actvated device (e.g., Alexa, Google Home);",Woman,60-69,"$15,000 to $29,999",Bachelor's degree,Own home,White;,5,2,4,5,4,4,5,4,4,2,4,4,4,4,4,2,2,4,4,0.747368421
251,9/19/2022 10:57,9/19/2022 10:59,I do not have in-home internet;,No devices in household;,Man,70-79,"$30,000 to $59,999",Bachelor's degree,Rent home,Black or African American;,1,2,1,2,2,2,2,2,1,1,1,2,2,2,1,1,1,1,1,0.294736842
252,9/19/2022 10:59,9/19/2022 11:00,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Smart TV (e.g., Roku, Apple TV);",Man,50-59,"$30,000 to $59,999",High school diploma or G.E.D.,Own home,Black or African American;,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0.8
253,9/19/2022 11:00,9/19/2022 11:02,"Broadband service (AT&T, Xfinity, etc.);",Smartphone or mobile phone;Laptop computer;Tablet;,Man,70-79,"$30,000 to $59,999",High school diploma or G.E.D.,Rent home,Black or African American;,1,4,2,2,2,4,4,4,2,4,4,4,2,1,1,1,2,1,4,0.515789474
254,9/19/2022 11:02,9/19/2022 11:05,"Broadband service (AT&T, Xfinity, etc.);","Smart TV (e.g., Roku, Apple TV);Smartphone or mobile phone;",Woman,50-59,"$30,000 to $59,999",Associate's degree,Rent home,Black or African American;,5,4,3,3,2,2,2,2,3,4,5,5,3,3,1,1,4,4,4,0.631578947
255,9/19/2022 11:17,9/19/2022 11:19,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Smart TV (e.g., Roku, Apple TV);",Man,18-29,"$30,000 to $59,999",High school diploma or G.E.D.,Own home,Black or African American;,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,0.989473684
256,9/19/2022 11:19,9/19/2022 11:32,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Smart TV (e.g., Roku, Apple TV);Gaming console that connects to the internet;Voice-actvated device (e.g., Alexa, Google Home);",Woman,30-39,"$30,000 to $59,999",Some college,Rent home,Black or African American;,5,5,4,4,4,4,4,5,4,4,5,5,4,4,4,4,4,5,5,0.873684211
257,9/19/2022 11:33,9/19/2022 11:35,I do not have in-home internet;,Laptop computer;Tablet;,Woman,60-69,"$30,000 to $59,999",Bachelor's degree,Own home,Black or African American;,4,2,4,2,1,1,1,1,2,1,1,1,1,4,1,1,1,1,1,0.326315789
258,9/19/2022 11:35,9/19/2022 11:36,Mobile data plan;,"Smartphone or mobile phone;Laptop computer;Tablet;Smart TV (e.g., Roku, Apple TV);",Woman,60-69,"$30,000 to $59,999",Some college,Own home,Black or African American;,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
259,9/19/2022 12:17,9/19/2022 12:20,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Tablet;Smart TV (e.g., Roku, Apple TV);Gaming console that connects to the internet;",Woman,30-39,"$30,000 to $59,999",High school diploma or G.E.D.,Rent home,Black or African American;,5,5,5,5,5,4,3,5,5,4,4,5,4,2,2,2,5,5,5,0.842105263
260,9/19/2022 16:01,9/19/2022 16:05,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Desktop computer;Smart TV (e.g., Roku, Apple TV);Voice-actvated device (e.g., Alexa, Google Home);",Woman,80+,"$60,000 to $99,999 ",Master's degree,Own home,White;,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,0.978947368
261,9/19/2022 16:32,9/19/2022 16:34,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Desktop computer;Smart TV (e.g., Roku, Apple TV);Gaming console that connects to the internet;",Woman,30-39,"$60,000 to $99,999 ",Associate's degree,Own home,White;,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,0.978947368
262,9/21/2022 19:32,9/21/2022 19:42,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Desktop computer;Smart TV (e.g., Roku, Apple TV);Voice-actvated device (e.g., Alexa, Google Home);",Woman,60-69,"Under $15,000",Some college,Own home,White;,1,1,1,5,5,5,4,5,4,3,1,5,5,5,2,1,5,5,5,0.715789474
263,9/23/2022 14:49,9/23/2022 14:52,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Desktop computer;Smart TV (e.g., Roku, Apple TV);",Man,60-69,"$15,000 to $29,999",Some college,Own home,White;,1,2,1,1,1,1,1,2,1,2,3,3,1,2,3,3,1,1,1,0.326315789
264,9/24/2022 7:41,9/24/2022 7:43,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Smart TV (e.g., Roku, Apple TV);",Woman,50-59,"$125,000 or more",Master's degree,Own home,White;,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,3,1,1,1,0.242105263
265,9/25/2022 18:08,9/25/2022 18:18,"Broadband service (AT&T, Xfinity, etc.);I don’t know;","Smartphone or mobile phone;Laptop computer;Tablet;Smart TV (e.g., Roku, Apple TV);",Man,70-79,"$30,000 to $59,999",High school diploma or G.E.D.,Own home,White;,5,2,4,5,5,4,4,2,4,3,2,2,4,4,4,2,5,3,4,0.715789474
266,10/1/2022 11:50,10/1/2022 11:56,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Smart TV (e.g., Roku, Apple TV);Gaming console that connects to the internet;Voice-actvated device (e.g., Alexa, Google Home);",Woman,40-49,"Under $15,000",Some college,Rent home,Black or African American;,4,4,2,5,4,4,2,4,4,3,1,2,4,4,1,1,2,2,2,0.578947368
267,10/3/2022 16:09,10/3/2022 16:16,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Smart TV (e.g., Roku, Apple TV);Gaming console that connects to the internet;Voice-actvated device (e.g., Alexa, Google Home);Desktop computer;",Woman,40-49,"$30,000 to $59,999",Bachelor's degree,Own home,White;,5,5,5,5,4,4,2,5,5,4,4,2,4,5,4,4,5,5,5,0.863157895
268,10/8/2022 10:50,10/8/2022 10:54,"Mobile data plan;Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Smart TV (e.g., Roku, Apple TV);",Woman,30-39,"$60,000 to $99,999 ",Master's degree,Own home,"Hispanic, Spanish, or Latino/a/x;White;",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
269,10/8/2022 21:56,10/8/2022 22:00,"Broadband service (AT&T, Xfinity, etc.);",Laptop computer;Smartphone or mobile phone;,Man,30-39,"$60,000 to $99,999 ",Master's degree,Own home,White;,4,5,4,5,5,4,5,5,3,4,4,4,3,4,5,4,4,4,4,0.842105263
270,10/10/2022 8:18,10/10/2022 8:22,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Smart TV (e.g., Roku, Apple TV);Gaming console that connects to the internet;Voice-actvated device (e.g., Alexa, Google Home);",Woman,30-39,"$60,000 to $99,999 ",Bachelor's degree,Own home,White;,5,4,4,5,5,5,5,4,3,3,3,3,5,4,5,5,5,2,5,0.842105263
271,10/12/2022 13:26,10/12/2022 18:15,"Mobile data plan;Broadband service (AT&T, Xfinity, etc.);",Smartphone or mobile phone;Tablet;,Woman,50-59,"Under $15,000",Bachelor's degree,Insecurely housed,White;,5,2,3,4,2,1,1,1,4,1,4,4,5,1,1,1,1,1,5,0.494736842
272,10/15/2022 9:40,10/15/2022 9:44,"Broadband service (AT&T, Xfinity, etc.);",Smartphone or mobile phone;Tablet;Desktop computer;,Woman,50-59,"$100,000 to $124,999",Master's degree,Own home,White;,5,5,5,5,5,5,4,4,3,3,4,4,4,4,4,4,4,4,4,0.842105263
273,10/15/2022 9:57,10/15/2022 10:01,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Smart TV (e.g., Roku, Apple TV);",Man,50-59,"$60,000 to $99,999 ",Associate's degree,Own home,Black or African American;,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.231578947
274,10/24/2022 11:00,10/24/2022 11:03,"Broadband service (AT&T, Xfinity, etc.);",Smartphone or mobile phone;Laptop computer;Tablet;,Man,70-79,"$60,000 to $99,999 ",Bachelor's degree,Own home,White;,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,0.989473684
275,10/24/2022 17:38,10/24/2022 17:41,I don’t know;,"Smartphone or mobile phone;Laptop computer;Tablet;Smart TV (e.g., Roku, Apple TV);Gaming console that connects to the internet;Voice-actvated device (e.g., Alexa, Google Home);",Woman,18-29,"Under $15,000",Some college,Insecurely housed,Black or African American;,5,3,4,5,5,5,5,5,4,3,4,4,2,5,4,3,4,1,4,0.789473684
276,10/24/2022 17:41,10/24/2022 17:42,"Mobile data plan;Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Desktop computer;Smart TV (e.g., Roku, Apple TV);Gaming console that connects to the internet;",Woman,30-39,"Under $15,000",Some college,Rent home,Black or African American;,4,4,4,4,4,2,4,4,4,3,3,3,4,3,2,2,3,2,3,0.652631579
277,10/24/2022 17:43,10/24/2022 17:44,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Desktop computer;Smart TV (e.g., Roku, Apple TV);Gaming console that connects to the internet;Voice-actvated device (e.g., Alexa, Google Home);",Woman,40-49,"$30,000 to $59,999",Master's degree,Own home,White;,5,4,5,5,5,5,5,5,4,4,3,3,5,5,5,5,5,5,5,0.926315789
278,10/24/2022 17:44,10/24/2022 17:46,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Desktop computer;Smart TV (e.g., Roku, Apple TV);Gaming console that connects to the internet;Voice-actvated device (e.g., Alexa, Google Home);",Woman,30-39,"$60,000 to $99,999 ",Bachelor's degree,Own home,"White;Hispanic, Spanish, or Latino/a/x;",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,0.989473684
280,10/24/2022 17:48,10/24/2022 17:50,Mobile data plan;Free or public internet;,Smartphone or mobile phone;,Woman,30-39,"$15,000 to $29,999",High school diploma or G.E.D.,Insecurely housed,Asian or Asian Indian;,5,5,5,5,4,4,4,3,4,3,4,4,4,3,3,3,3,3,4,0.768421053
281,10/24/2022 17:50,10/24/2022 17:52,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Desktop computer;Gaming console that connects to the internet;Voice-actvated device (e.g., Alexa, Google Home);",Woman,40-49,"$30,000 to $59,999",Some college,Own home,Black or African American;,1,2,1,1,1,1,2,2,2,2,2,2,1,2,4,2,2,2,1,0.347368421
282,10/24/2022 17:52,10/24/2022 17:54,"Broadband service (AT&T, Xfinity, etc.);Mobile data plan;","Smartphone or mobile phone;Laptop computer;Tablet;Smart TV (e.g., Roku, Apple TV);",Woman,50-59,"$15,000 to $29,999",Master's degree,Rent home,Black or African American;Native Hawaiian or Other Pacific Islander;,4,4,5,5,4,4,4,4,4,2,3,3,4,4,3,3,5,5,5,0.789473684
283,10/24/2022 17:54,10/24/2022 17:55,"Broadband service (AT&T, Xfinity, etc.);","Voice-actvated device (e.g., Alexa, Google Home);",Woman,60-69,"$15,000 to $29,999",Some high school,Own home,Black or African American;,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2
285,10/24/2022 17:57,10/24/2022 17:59,"Broadband service (AT&T, Xfinity, etc.);Mobile data plan;","Smartphone or mobile phone;Laptop computer;Tablet;Smart TV (e.g., Roku, Apple TV);Gaming console that connects to the internet;",Woman,30-39,"$30,000 to $59,999",Some college,Rent home,White;,5,4,5,5,5,4,5,5,5,3,3,4,5,5,4,2,5,4,5,0.873684211
286,10/24/2022 17:59,10/24/2022 18:01,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Desktop computer;Smart TV (e.g., Roku, Apple TV);Voice-actvated device (e.g., Alexa, Google Home);",Woman,80+,"$30,000 to $59,999",Associate's degree,Own home,Asian or Asian Indian;Native Hawaiian or Other Pacific Islander;,5,3,2,3,1,1,2,1,1,2,1,1,1,2,1,2,3,3,3,0.4
287,10/24/2022 18:02,10/24/2022 18:04,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Smart TV (e.g., Roku, Apple TV);Gaming console that connects to the internet;",Woman,30-39,"Under $15,000",Some college,Rent home,Black or African American;,3,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.957894737
288,10/24/2022 18:04,10/24/2022 18:05,I do not have in-home internet;,No devices in household;,Man,70-79,"$30,000 to $59,999",Bachelor's degree,Rent home,"Hispanic, Spanish, or Latino/a/x;White;",5,4,3,3,4,2,1,4,1,1,1,1,2,3,2,2,2,5,2,0.505263158
289,10/24/2022 18:06,10/24/2022 18:07,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Smart TV (e.g., Roku, Apple TV);Voice-actvated device (e.g., Alexa, Google Home);",Woman,60-69,"$60,000 to $99,999 ",Bachelor's degree,Own home,White;,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
290,10/24/2022 18:08,10/24/2022 18:10,Mobile data plan;Free or public internet;I do not have in-home internet;,Smartphone or mobile phone;Laptop computer;Tablet;Desktop computer;,Man,50-59,"$30,000 to $59,999",Master's degree,Own home,"Hispanic, Spanish, or Latino/a/x;",5,5,5,5,5,5,5,5,5,5,5,5,3,5,4,5,5,5,4,0.957894737
291,10/24/2022 18:10,10/24/2022 18:11,"Broadband service (AT&T, Xfinity, etc.);",Laptop computer;Tablet;Desktop computer;,Woman,60-69,"$30,000 to $59,999",Master's degree,Own home,White;,5,5,4,5,4,4,4,3,3,1,1,1,4,4,1,1,1,3,1,0.578947368
293,10/24/2022 18:14,10/24/2022 18:16,"Broadband service (AT&T, Xfinity, etc.);",Smartphone or mobile phone;Desktop computer;,Man,18-29,"Under $15,000",Bachelor's degree,Rent home,"Hispanic, Spanish, or Latino/a/x;",5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,3,3,0.915789474
294,10/24/2022 18:16,10/24/2022 18:17,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Smart TV (e.g., Roku, Apple TV);Gaming console that connects to the internet;Voice-actvated device (e.g., Alexa, Google Home);",Woman,18-29,"Under $15,000",Bachelor's degree,Group housing,Black or African American;,5,4,5,5,5,5,5,5,4,5,5,5,4,5,5,5,4,3,5,0.936842105
295,10/24/2022 18:18,10/24/2022 18:19,I do not have in-home internet;,Laptop computer;,Man,60-69,"Under $15,000",Bachelor's degree,Own home,White;,4,2,3,5,2,2,3,3,3,2,2,2,2,3,2,2,3,3,3,0.536842105
296,10/24/2022 18:19,10/24/2022 18:21,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Smart TV (e.g., Roku, Apple TV);",Woman,70-79,"Under $15,000",Some college,Own home,White;,5,5,5,5,5,5,4,3,5,4,4,5,5,4,2,2,5,5,5,0.873684211
297,10/24/2022 18:21,10/24/2022 18:23,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Desktop computer;Smart TV (e.g., Roku, Apple TV);Gaming console that connects to the internet;Voice-actvated device (e.g., Alexa, Google Home);",Man,18-29,"$15,000 to $29,999",Some college,Group housing,"Hispanic, Spanish, or Latino/a/x;",5,5,4,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,0.968421053
298,10/24/2022 18:23,10/24/2022 18:26,"Broadband service (AT&T, Xfinity, etc.);","Laptop computer;Smart TV (e.g., Roku, Apple TV);",Woman,50-59,"$60,000 to $99,999 ",Some college,Rent home,Black or African American;,2,3,2,4,3,3,5,2,3,3,3,4,4,1,1,1,2,2,2,0.526315789
299,10/24/2022 18:26,10/24/2022 18:28,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Desktop computer;Smart TV (e.g., Roku, Apple TV);Voice-actvated device (e.g., Alexa, Google Home);",Woman,70-79,"$60,000 to $99,999 ",Master's degree,Own home,White;,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.389473684
300,10/24/2022 18:28,10/24/2022 18:29,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Desktop computer;Smart TV (e.g., Roku, Apple TV);",Woman,70-79,"$60,000 to $99,999 ",Master's degree,Own home,White;,5,4,5,5,4,3,3,5,4,3,2,2,2,4,5,2,5,4,5,0.757894737
301,10/24/2022 18:29,10/24/2022 18:30,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Smart TV (e.g., Roku, Apple TV);Voice-actvated device (e.g., Alexa, Google Home);",Man,30-39,"$125,000 or more",Master's degree,Own home,White;,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
302,10/24/2022 18:30,10/24/2022 18:33,Mobile data plan;,Smartphone or mobile phone;Laptop computer;,Woman,70-79,"$30,000 to $59,999",Bachelor's degree,Own home,White;,1,1,1,4,3,3,1,1,1,1,1,1,1,4,4,1,1,1,1,0.336842105
303,10/24/2022 18:33,10/24/2022 18:34,"Broadband service (AT&T, Xfinity, etc.);",Smartphone or mobile phone;Tablet;Desktop computer;,Woman,70-79,"$60,000 to $99,999 ",Some college,Own home,White;,5,3,2,5,5,5,2,3,5,2,2,2,2,2,2,2,1,5,5,0.631578947
304,10/24/2022 18:34,10/24/2022 18:36,Mobile data plan;,"Smartphone or mobile phone;Laptop computer;Tablet;Desktop computer;Smart TV (e.g., Roku, Apple TV);Gaming console that connects to the internet;Voice-actvated device (e.g., Alexa, Google Home);",Woman,50-59,"$30,000 to $59,999",High school diploma or G.E.D.,Own home,White;,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,3,4,5,5,0.905263158
305,1/5/2023 17:13,1/5/2023 17:18,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Smart TV (e.g., Roku, Apple TV);",Woman,60-69,"$30,000 to $59,999",Master's degree,Own home,White;,5,5,5,5,5,4,5,5,4,4,5,5,5,5,4,4,1,4,4,0.884210526
